2009年印尼C-130运输机空难,2009年5月20日,15,14,,
大陸連接航空3407號班機空難,2009年2月12日,,,,波音777
西北航空253号班机爆炸未遂事件,2009年12月25日,,,,
全美航空1549號班機事故,2009年1月15日,,,,波音777
美國航空331號班機事故,2009年12月22日,87,6,,波音737
法國航空447號班機空難,2007年3月28日,12,,,空客A330-203
2010年波兰空军图-154坠机事件,2015年9月12日,0,,,
2010年埃亚菲亚德拉火山爆发导致欧洲领空关闭,2010年4月14日,,,,
澳洲航空32號班機事故,2010年11月4日,55,15,,
泛非航空771號班機空難,2010年5月12日,1,11,,
國泰航空780號班機事故,2010年4月13日,57,13,,
空中快線EA206A號直昇機事故,2010年7月3日,13,2,,
蓝色航空202号班机空难,2010年6月24日,0,6,,空中客车A321-231
加勒比海航空883號班機空難,2010年11月4日,7,,,
LAN哥倫比亞航空8250號班機空難,2015年1月7日,119,6,,波音737-73V
2010年奥斯汀坠机事件,2012年11月12日,,13,,
UPS航空6號班機空難,2016年11月10日,0,2,,波音747-44AF
印度航空快線812號班機空難,2010年5月22日,159,,7,波音737-800
埃塞俄比亞航空409號班機空難,2010年1月25日,8,,,波音737-8AS
河南航空8387号班机空难,2010年8月24日,52,5,,
荷瓦波拉航空952号航班空难,2011年7月8日,,,,波音727
伊朗航空277号班机空难,2011年1月9日,28,11,,波音727
LOT波蘭航空16號班機事故,2011年11月1日,0,11,,波音767-35DER
Manx2航空7100號班機空難,2016年12月25日,6,2,,
吉祥航空1112號班機拒絕避讓事件,2011年8月13日,,,,波音777-300ER
韓亞航空991號班機空難,2011年7月28日,0,2,,波音747-48EF
印尼鸽记航空8968号航班空难,2010年12月1日,,,,
西南航空812號班機事故,2014年5月13日,2,5,,波音737
科加雷姆航空348號班機事故,2011年1月1日,,43,,
韓國士兵誤向客機開火事件,2011年10月25日,0,,,空中客车A300
2011年雅罗斯拉夫尔空难,2011年9月7日,43,,1,
RusAir 9605號班機空難,2011年6月20日,45,9,7,
第一航空6560號班機空難,2011年8月20日,12,4,,波音737-210C
紅翼航空9268號班機空難,2012年12月29日,3,,,
天津航空7554号班机劫机事件,2012年6月29日,,9,,
西塔航空601号班机空难,2012年9月28日,0,3,,
2012年大鵬航空BN-2空難,2012年8月30日,3,,,
丹纳航空992号班机空难,2015年12月11日,0,6,,
烏塔航空120號班機空難,2012年4月2日,10,4,12,
博雅航空213号班机空难,2012年4月20日,0,6,,波音737-200
2013年中興航空BK-117空難,2013年10月16日,3,,,波音KC-135
2013年Mi-8直升機墜毀於雅庫次克事件,2013年7月2日,,3,,波音KC-135
埃及樂蜀熱氣球事故,2014年3月18日,,19,,波音KC-135
波音KC-135空中加油機墜毀楚河州事故,2013年5月3日,,,,波音KC-135
2013年沃克斯豪爾直升機墜毀事件,2013年1月16日,,1,,波音KC-135
斯卡特航空760號班機空難,2013年1月29日,5,,,波音KC-135
韃靼斯坦航空363號班機空難,2013年11月17日,0,6,,波音737-53A
聯營航空361號班機空難,2013年10月3日,7,,,波音KC-135
UPS航空1354號班機空難,2013年8月14日,0,2,,波音KC-135
那慕爾航空事故,2013年10月19日,,,,波音KC-135
韩亚航空214号班机空难,2013年7月6日,1,16,,波音777-28EER
獅子航空904號班機事故,2013年4月13日,,7,,波音737-800
2013年布卡武Mi-8墜毀事件,2013年3月9日,4,,,波音KC-135
2013年賴比瑞亞空難,2013年2月11日,,,,波音KC-135
佩朗科石油直升機事故,2013年4月7日,0,4,,波音KC-135
2013年非洲航空福克50墜機事件,2013年3月4日,3,5,,波音KC-135
波德戈爾諾耶Mi-8墜毀事件,2013年5月6日,,,,波音KC-135
烏克蘭南部航空8971號班機空難,2013年2月13日,9,8,,波音KC-135
寮國航空301號班機空難,2015年12月11日,0,5,,波音KC-135
尼泊爾航空555號班機事故,2013年5月16日,7,3,,波音KC-135
2013年雷迪斯克航空DHC-3墜毀事件,2013年7月7日,1,,,波音KC-135
美國國家航空102號班機空難,2013年4月29日,7,,,波音747
聖胡安省貝爾-407墜毀事件,2013年10月11日,,,,波音KC-135
2013年格拉斯哥直升機墜毀事件,2013年11月29日,,,,波音KC-135
2013年伊爾庫次克墜毀事故,2013年12月26日,6,,,波音KC-135
委內瑞拉環空BN-2A-27墜毀事件,2013年1月4日,0,2,,波音KC-135
LAM莫三比克航空470號班機空難,2013年12月2日,6,,,波音KC-135
印尼亚洲航空8501号班机空难,2015年2月5日,7,,,
土耳其飞马航空751号班机劫机事件,2014年2月7日,,,,波音737-800
復興航空222號班機空難,2014年7月23日,48,,49,
阿爾及利亞航空5017號班機空難,2014年7月24日,0,6,,
马来西亚航空17号班机空难,2014年7月17日,0,15,,波音777-2H6ER
哥倫比亞救護飛機墜機事件,2014年3月12日,0,2,,
老挝安-74军用飞机空难,2014年5月17日,1,3,,
马来西亚航空370号班机空难,2014年3月8日,0,12,,波音777-2H6ER
塞伯汉航空5915号班机空难,2014年8月10日,9,8,,
RFL111班機事故,2014年1月20日,,,,
2014年直升機墜毀諾福克郡事故,2014年1月7日,0,4,,
埃塞俄比亚航空702号班机劫机事件,2014年2月18日,0,9,,波音767-3BGER
越南人民軍空軍Mi-171直昇機墜機事故,2014年7月7日,18,5,,
2014年阿爾及利亞C-130力士型運輸機墜機事件,2014年2月11日,,,,
尼泊爾航空183號班機空難,2014年2月16日,3,,,
英国航空2276号班机事故,2016年7月4日,14,13,,波音777-236ER
科加雷姆航空9268号班机空难,2016年1月10日,0,7,,空中客车A321-231
深圳航空9648号班机纵火事件,2015年7月26日,2,9,,空中客车A320
卡斯特利鎮直升機空難,2015年3月9日,,,,
印尼航星航空7503号班机空难,2015年10月3日,3,,,
復興航空235號班機空難,2018年5月21日,47,5,15,
韓亞航空162號班機事故,2015年4月14日,,8,,
木棉洲际航空71号班机空难,2015年9月5日,8,,,波音737
2015年塞維亞空中巴士A400M空難,2015年5月9日,,,,
2015年土耳其击落俄罗斯战斗机事件,2015年11月24日,,,,
加拿大航空624號班機事故,2015年3月29日,23,5,,
2015年巴基斯坦陸軍Mi-17直昇機空難,2015年5月8日,3,,,
達美航空1086號班機事故,2015年3月6日,28,5,,
德国之翼航空9525号班机空难,2015年3月24日,,,,空客A320
特里嘎纳航空267号班机空难,2015年8月16日,5,,,
動力航空405號班機事故,2015年10月29日,22,11,,波音767
2015年印尼軍機空難,2015年6月30日,12,,,
土耳其航空1878号班机事故,2015年4月25日,0,5,,波音787
埃及航空804号班机空难,2016年5月19日,0,10,,空客A320-232R
塔拉航空193号班机空难,2016年2月24日,3,,,
埃及航空181號班機劫機事件,2016年3月29日,8,,,
2016年俄羅斯國防部圖-154飛機空難,2016年12月25日,8,,,
2016年洛克哈特热气球坠毁事故,2016年7月30日,1,,,
阿聯酋航空521號班機事故,2016年8月3日,,18,,波音777-31H
瑞典西方航空294号班机空难,2016年1月6日,0,2,,庞巴迪CRJ200
幸福通航6005号班机空难,2016年7月20日,5,2,,
中国东方航空5443号班机事件,2016年5月1日,0,3,,空中客车A319
巴基斯坦国际航空661号班机空难,2016年12月7日,,,,
2016年7月印度空军运输机空难,2016年7月22日,,,,
新加坡航空368号班机事故,2011年10月2日,0,19,,波音777-312ER
大韓航空2708號班機事故,2016年5月27日,30,17,,波音777-3B5
达洛航空159号班机爆炸事故,2016年2月2日,2,7,,空中客车A321
迪拜航空981号班机空难,2016年3月19日,7,,,波音737-8KN
拉米亞航空2933號班機空難,2016年11月28日,9,,,
2016年虹桥机场跑道入侵事件,2016年10月11日,,,,空中客车A320-214
土耳其航空6491號班機空難,2017年1月16日,4,,,波音747-400F
2017年凌天航空直升機事故,2017年6月10日,3,,,
2017年美国海军陆战队KC-130空难,2017年7月10日,,,,
加拿大航空759号班机降落失误事件,2017年7月7日,10,,,空中客车A320-214
法国航空66号班机事故,2017年9月30日,0,24,,空中客车A380-861
西风航空280号班机空难,2017年12月13日,24,3,,
中国东方航空765号班机事故,2017年5月24日,0,9,,
中国东方航空736号班机事故,2017年6月11日,0,265,,
2017年緬甸空軍運8空難,2017年6月7日,0,14,,
西南航空1380号班机事故,2018年4月18日,7,5,,波音737-700
古巴航空972号班机空难,2018年5月19日,110,6,3,波音737-201
獅子航空610號班機空難,2018年10月29日,0,8,,空中客车A330-300
美国-孟加拉航空211号班机空难,2018年3月12日,,19,,庞巴迪Dash
伊朗阿塞曼航空3704号班机空难,2018年2月18日,0,6,,
墨西哥航空2431号班机坠毁事故,2018年7月31日,85,4,,
2018年普埃布拉州直升機墜毀事故,2018年12月24日,0,2,,
土耳其飛馬航空8622號班機事故,2018年1月13日,3,6,,波音737-82R
美國印第安納州馬里恩市機場撞機事故,2018年4月20日,2,5,,
2018年地平線航空Q400事件,2018年9月11日,0,1,,
萨拉托夫航空703号班机空难,2018年2月11日,6,,,
厦门航空8667号班机事故,2018年8月16日,8,,,波音737-800
2018年瓦哈卡州地震,2018年2月16日,,17,,
紐幾內亞航空73號班機空難,2018年9月28日,,12,1,波音737-8BK
李斯特城足球會直升機墜毀事故,2018年10月27日,1,,,
四川航空8633号班机事故,2018年5月14日,2,9,,空客A321
阿爾及利亞空軍伊留申-76運輸機墜毀,2018年4月11日,0,10,,
亚特拉斯航空3591号班机空难,2019年2月23日,,,,波音767-375ER
2019年派珀PA-46馬里布飛機墜毀,2019年1月21日,1,,,波音707
埃塞俄比亚航空302号班机空难,2019年3月10日,346,,,波音737MAX-8
2019年尼泊爾地旁莊直升機墜毀事故,2019年2月27日,1,,,波音707
2019年薩哈航空波音707航班事故,2019年1月14日,,92694,,波音707
2019年中国海军战机海南坠毁事故,2019年3月12日,,,,波音707
